shift_id,worker_id,extracted_at,shift_duration_hours,shift_start_hour,is_night_shift,day_of_week,total_upi_amount,total_pos_amount,total_digital_amount,upi_transaction_count,pos_transaction_count,avg_transaction_amount,max_transaction_amount,total_volume_dispensed,expected_cash_from_volume,nozzle_count_active,worker_avg_variance,worker_variance_std,worker_shift_count,worker_flagged_rate,label,scenario
ebaa5db5-5ed8-4849-b325-aa4af41aef9d,5f614ecd-e588-478e-97e8-c10a2113eecb,2026-04-20T11:28:18.681353,8.47,14,False,5,73018.3,56106.95,129125.25,30,9,3310.9,7606.16,1671.98,167198.0,3,1540.76,1901.56,47,0.732,worker,suspicious_worker
0c9dc505-544f-46b4-aa74-3974feeb3f8f,a9ace2fb-9725-4dde-9953-b4dcb4247fcb,2026-04-20T11:28:18.681377,11.48,22,True,6,25250.09,26171.2,51421.29,3,4,7345.9,26823.46,793.32,79332.0,3,985.57,311.5,19,0.2333,time_window,night_anomaly
7fddde30-c3cb-4ce1-a9b8-bf0b38f67b5b,09ab4098-2739-42f0-ac0d-229bb25d54c3,2026-04-20T11:28:18.681403,6.35,14,False,3,73921.87,49673.54,123595.41,16,8,5149.81,9802.35,1179.27,117927.0,3,111.43,0.02,15,0.1188,unknown,normal
44f8ef33-d098-42dd-92b3-704c2299ff67,709805d0-343a-48af-94e8-60a0048c824c,2026-04-20T11:28:18.681429,9.29,16,False,4,32701.47,57300.32,90001.79,6,14,4500.09,38695.63,620.55,62055.0,5,2800.75,1859.27,30,0.7167,unknown,random_noise
00a7ca4b-2902-48f9-8615-e0890dfa595b,d0df1f85-a8c5-4dab-bcdf-2cc1900ddc8d,2026-04-20T11:28:18.681454,7.81,6,False,6,66816.92,84333.58,151150.5,55,30,1778.24,3186.58,1590.69,159069.0,5,140.42,4.58,20,0.0739,unknown,normal
31ddf292-8b1f-499e-ab33-b06d75ffb67d,119b5603-03d0-4524-aee7-8ad0c9d27afe,2026-04-20T11:28:18.681479,8.97,14,False,0,8654.15,16192.81,24846.96,17,5,1129.41,2468.4,301.72,30172.0,1,601.75,87.72,18,0.0593,nozzle,nozzle_issues
f67495ce-c062-475d-ae28-74935592fa11,0b4f8451-0514-41b2-9dbd-a9b901a8f815,2026-04-20T11:28:18.681505,8.69,6,False,6,77004.35,66733.83,143738.18,26,5,4636.72,18211.69,1870.11,187011.0,3,3356.28,572.86,42,0.7275,worker,suspicious_worker
58947a71-0e35-48ca-b13e-8e4b8e203396,d26c4e89-5877-4996-a799-709c500d5918,2026-04-20T11:28:18.681529,8.03,7,False,5,53711.71,99159.5,152871.21,39,26,2351.86,4940.19,1494.27,149427.0,5,100.82,38.47,48,0.1374,unknown,normal
d9000036-e36c-443e-9233-15cb49d414dc,8524f13e-716e-4a62-9cee-ff83c12aa955,2026-04-20T11:28:18.681553,7.09,8,False,2,14465.11,16636.09,31101.2,14,10,1295.88,3616.88,381.14,38114.0,1,240.62,268.46,14,0.1873,nozzle,nozzle_issues
59b6a63e-61eb-4898-8a6b-df47197dd947,87ab205a-5611-44ba-a3c2-d3cd42a4ca73,2026-04-20T11:28:18.681577,8.53,23,True,4,25059.99,35602.4,60662.39,15,6,2888.69,10650.14,833.99,83399.0,4,1270.08,700.44,18,0.3023,time_window,night_anomaly
6a5db7cd-a8b5-488b-b8ec-b761cf773254,e9d4cc85-0d93-435d-8c9b-e3168590c094,2026-04-20T11:28:18.681603,10.14,1,True,6,8009.49,17477.24,25486.73,3,1,6371.68,16564.5,410.22,41022.0,2,1972.01,715.05,9,0.3518,time_window,night_anomaly
6104aa9e-c416-449c-a017-ea40f48fecb5,4fe3ea01-f4e8-40b2-b7e7-61accbe365e3,2026-04-20T11:28:18.681626,7.18,15,False,0,51629.42,42853.2,94482.62,31,14,2099.61,6558.7,1230.42,123042.0,4,4098.44,1341.91,30,0.5799,worker,suspicious_worker
62a79cd0-a953-4ff7-b7d2-1f25b0b72ba5,ac9ccb88-88fa-4ee0-b63c-eecfaaed494b,2026-04-20T11:28:18.681651,8.78,16,False,5,8634.94,9870.1,18505.04,15,10,740.2,1170.04,218.79,21879.0,2,242.16,354.1,19,0.216,nozzle,nozzle_issues
7c06b909-6a8f-473f-b159-c075ab957832,75985115-7648-4351-a0a4-6b40c7f16d8f,2026-04-20T11:28:18.681675,10.82,0,True,6,16857.59,48244.53,65102.12,14,4,3616.78,10425.49,870.71,87071.0,2,1971.87,167.02,10,0.3205,time_window,night_anomaly
31d91fe7-e621-4107-b167-d49ac215c6fc,494cbad9-e365-4c5a-ac53-5a04de657632,2026-04-20T11:28:18.681700,6.16,8,False,4,68897.55,39023.72,107921.27,15,15,3597.38,7073.64,1117.09,111709.0,4,7.99,92.86,48,0.0076,unknown,normal
1f5004a3-cba5-463f-b2f5-8739d6fa1302,e0aa55b3-4daa-4d6c-8314-200bd9047fbc,2026-04-20T11:28:18.681725,10.46,0,True,3,16256.07,57014.27,73270.34,14,6,3663.52,13101.43,1031.93,103193.0,2,1185.03,807.63,10,0.2248,time_window,night_anomaly
3b0aa46b-7784-4ad6-8298-9ccd74d7c4fe,32a8de86-8c7a-4377-b72f-15bd6e801199,2026-04-20T11:28:18.681749,6.37,7,False,1,65496.32,91407.5,156903.82,54,21,2092.05,4131.5,1596.0,159600.0,3,22.94,34.6,25,0.1357,unknown,normal
5ebc9aa7-e118-406d-a05d-de303df43819,375deb7c-490b-4595-b77b-831f265c9df7,2026-04-20T11:28:18.681773,8.48,6,False,5,87237.94,53813.62,141051.56,13,9,6411.43,16113.08,1862.79,186279.0,5,1586.47,1275.3,38,0.5814,worker,suspicious_worker
9edccc56-c64b-4180-83f3-708acf1ca4ab,c9d5562a-403d-4f73-a5f2-e5f69b349441,2026-04-20T11:28:18.681800,7.95,8,False,5,70132.25,33112.01,103244.26,25,29,1911.93,3896.47,1031.01,103101.0,3,125.39,21.08,50,0.116,unknown,normal
f20d95b9-b6dc-4dee-b210-1e07cae50a62,dc3c76dc-298e-447a-87fe-8a34d1713644,2026-04-20T11:28:18.681825,9.7,22,True,1,30301.64,31178.7,61480.34,15,7,2794.56,11009.68,830.2,83020.0,2,1569.71,238.38,19,0.3151,time_window,night_anomaly
ba785677-2f96-4f18-866f-7287c73f3cd6,ae402c9c-7158-44a8-b160-7a6a785f9fd7,2026-04-20T11:28:18.681849,6.29,7,False,6,66318.58,39175.45,105494.03,31,18,2152.94,4064.82,1102.29,110229.0,6,86.61,1.69,17,0.0802,unknown,normal
ac95060b-a6f8-45c3-8d1c-1551b49844a6,0cb4d500-a1c8-417a-9949-acba68e8d032,2026-04-20T11:28:18.681873,8.47,16,False,4,31324.6,39372.79,70697.39,26,4,2356.58,6079.21,854.62,85462.0,5,3622.98,922.28,43,0.5216,worker,suspicious_worker
737b7f81-c133-4117-a96b-761e3ac81185,983a4441-6448-4d5c-83e7-7bf9c9274c8c,2026-04-20T11:28:18.681898,6.12,7,False,4,15849.03,9767.3,25616.33,14,4,1423.13,2770.95,287.95,28795.0,2,770.17,53.9,22,0.0783,nozzle,nozzle_issues
4abf44c2-7db7-45f8-a83c-8b2f44d6809f,55eec12b-855c-48ed-bbb5-b1901613bdc5,2026-04-20T11:28:18.681922,8.29,14,False,4,53631.69,86026.48,139658.17,37,11,2909.55,5564.96,1457.03,145703.0,4,32.19,22.08,26,0.0291,unknown,normal
d3e76f3d-8301-4052-81bd-edf6e0b538e0,8475525b-9315-4a09-9490-9f882286d3f2,2026-04-20T11:28:18.681954,9.2,6,False,6,92718.45,85743.98,178462.43,56,22,2287.98,3599.32,1701.25,170125.0,3,50.14,19.74,47,0.0731,unknown,normal
5f12a7f3-5de3-4f63-a941-6ac41c246a2f,ccd1a5d0-277b-4c4b-bdac-4f4dd98c0ae6,2026-04-20T11:28:18.681981,6.51,16,False,1,61453.45,31651.15,93104.6,35,20,1692.81,3302.07,920.05,92005.0,5,138.69,15.24,46,0.0547,unknown,normal
8b9f9b88-4cfc-45cf-bc04-731838ac7526,ddcad75b-aeb6-4212-b4dc-4258046def26,2026-04-20T11:28:18.682007,7.71,6,False,2,63460.55,43030.01,106490.56,42,13,1936.19,4530.9,1095.41,109541.0,4,135.92,33.16,40,0.0694,unknown,normal
49aa52f4-b85b-4a13-96aa-c1302b6ed237,e812806f-35b9-4526-b5d6-e29719bf0f40,2026-04-20T11:28:18.682033,7.22,15,False,0,65053.35,37116.57,102169.92,23,22,2270.44,3851.65,1010.92,101092.0,3,145.49,89.21,42,0.0947,unknown,normal
6dbb116b-a5c0-4622-81da-32b0f3b85969,bfb6ccff-1e00-48bb-a039-aec620dc82e4,2026-04-20T11:28:18.682059,8.32,15,False,1,25209.71,23515.28,48724.99,20,4,2030.21,4159.35,562.52,56252.0,1,724.01,256.36,14,0.0768,nozzle,nozzle_issues
58ed683f-43b4-45b6-a32a-8791e86d6102,23df8a38-d404-4d2d-a819-d8b286c76386,2026-04-20T11:28:18.682084,6.36,8,False,4,54264.47,24884.39,79148.86,54,26,989.36,1648.12,812.71,81271.0,4,89.24,17.91,46,0.0989,unknown,normal
35ae3370-7610-4f35-a5cd-f2162baa8edc,831f25e3-196f-4f88-b2dd-712b49e86f75,2026-04-20T11:28:18.682109,10.57,15,False,2,2345.69,6527.51,8873.2,29,2,286.23,2008.55,121.26,12126.0,8,4538.63,1083.75,30,0.9179,unknown,random_noise
89a065e3-fce0-4317-85e4-a0f196ec416a,83c48b8d-85ff-4ee6-8578-1d4679224045,2026-04-20T11:28:18.682133,8.16,0,True,0,30444.42,37376.52,67820.94,14,5,3569.52,13335.35,962.99,96299.0,4,595.54,688.31,16,0.2763,time_window,night_anomaly
aae9f87e-8275-420c-84be-92f79e79a161,528035b6-5e0e-4a8d-bf0f-83cf423c3119,2026-04-20T11:28:18.682157,8.31,0,True,3,24434.07,51506.46,75940.53,8,8,4746.28,20779.08,1178.14,117814.0,4,311.22,893.83,19,0.1497,time_window,night_anomaly
37286d4c-6a62-4d3f-8845-71bc5f72abd6,bdfe2012-4581-48f1-9853-0d3444f1ecf5,2026-04-20T11:28:18.682181,8.57,7,False,1,59289.45,41728.31,101017.76,22,26,2104.54,3641.58,1024.29,102429.0,5,144.05,48.15,40,0.0719,unknown,normal
0e3f0d5d-472e-4dce-b843-67ba64de9bd8,ffef32d9-d8db-4c0f-bc44-f6d4788a6d10,2026-04-20T11:28:18.682205,8.59,14,False,0,56472.58,48702.44,105175.02,23,25,2191.15,4410.0,1092.4,109240.0,4,11.18,25.83,21,0.0775,unknown,normal
2ce9e01f-6331-4b63-9eab-f7a9a26edf49,271efaae-3459-4f1d-95a4-4d2dc84c16ab,2026-04-20T11:28:18.682229,9.88,16,False,0,119197.89,70450.23,189648.12,20,11,6117.68,11924.6,1854.21,185421.0,6,173.46,17.06,36,0.0901,unknown,normal
c8cfd184-7ef8-4c45-9f4e-a85b783972b3,3a698f68-3551-498c-9e35-2e676b636e76,2026-04-20T11:28:18.682253,9.28,7,False,4,22750.36,15830.85,38581.21,15,9,1607.55,3849.76,463.86,46386.0,1,260.87,184.91,8,0.0533,nozzle,nozzle_issues
7a1b3076-d804-4829-acf3-e6856f768a2f,0dd12401-ef19-4c4c-9aa9-77ce0ef97f3f,2026-04-20T11:28:18.682279,9.64,16,False,3,67172.29,113900.28,181072.57,54,24,2321.44,3572.78,1791.82,179182.0,3,18.64,65.94,48,0.0809,unknown,normal
89f629d9-8d78-4c98-9fe9-f8642f622701,6d52824f-0674-4f36-b571-8ea84ca0c07a,2026-04-20T11:28:18.682324,9.75,16,False,5,84968.41,45766.36,130734.77,59,21,1634.18,3152.26,1317.8,131780.0,6,157.91,38.12,47,0.1207,unknown,normal
940f1d33-c8c2-49ba-87f1-8032b26cfb54,007df4bf-8720-4e67-9595-e46255a70d5d,2026-04-20T11:28:18.682349,11.35,2,True,0,20710.99,27481.26,48192.25,4,5,5354.69,20320.39,740.39,74039.0,4,994.7,270.12,27,0.3231,time_window,night_anomaly
4e3ac203-79f0-469f-b25b-0c9cefa61d7a,10ef0a6e-0366-434f-939d-980e6acd5b99,2026-04-20T11:28:18.682373,8.09,15,False,0,75427.45,45894.17,121321.62,41,16,2128.45,3419.53,1250.04,125004.0,6,130.32,25.36,44,0.0635,unknown,normal
e4f36a37-ed6f-4cac-8a57-8964ccec3da8,3200d06d-1d55-49cc-9b73-fb2532b679ab,2026-04-20T11:28:18.682397,7.1,16,False,3,103755.69,65361.01,169116.7,45,10,3074.85,5750.62,1705.97,170597.0,6,50.76,30.67,32,0.1161,unknown,normal
2812c83f-4017-4192-97be-0a1a4844948a,726ad696-0840-4095-a6a1-e67d31c7de6c,2026-04-20T11:28:18.682423,6.55,16,False,0,97875.78,70955.73,168831.51,25,8,5116.11,8771.36,1697.38,169738.0,6,157.22,80.09,49,0.1046,unknown,normal
37ff01ef-f5dc-4e73-ad21-be9699fe92b8,f5058167-65e1-488c-86ff-92823883633c,2026-04-20T11:28:18.682447,6.64,16,False,0,71035.37,74330.08,145365.45,29,9,3825.41,8325.17,1765.24,176524.0,5,2276.2,620.06,17,0.676,worker,suspicious_worker
0755262c-67d1-4110-a2d9-6da246bdce62,a3bb5074-bf9b-43c8-90ff-692f1b8dbd9f,2026-04-20T11:28:18.682473,9.6,2,True,2,33733.86,36005.3,69739.16,5,8,5364.55,17793.76,969.28,96928.0,2,1745.96,937.68,21,0.1858,time_window,night_anomaly
863c1e01-1da5-4ff8-9c93-2caf0840d274,023279e4-6cb7-4cb1-aca8-e22377a5a766,2026-04-20T11:28:18.682497,8.4,15,False,5,32774.97,71463.02,104237.99,30,25,1895.24,2843.4,1078.01,107801.0,4,17.37,27.59,35,0.053,unknown,normal
d69f3124-cf1e-44a8-bf59-d7834920a64c,beeec4f6-1979-40a0-ada5-a11047e9e30b,2026-04-20T11:28:18.682520,8.34,15,False,0,54162.19,107002.99,161165.18,33,28,2642.05,6155.36,1684.31,168431.0,5,69.5,81.55,24,0.091,unknown,normal
aed96711-b0e4-458b-85f5-fdcc690ddaaa,b1c5c47d-e784-498a-b507-44fb487e4676,2026-04-20T11:28:18.682544,9.72,15,False,0,37786.93,72512.17,110299.1,19,21,2757.48,4947.61,1113.33,111333.0,3,160.59,95.67,44,0.122,unknown,normal
40b1633b-12b8-4bf0-9b24-5248e54dde05,683256cc-e193-4719-8070-b457979efbf7,2026-04-20T11:28:18.682568,8.78,14,False,4,58620.37,75871.88,134492.25,44,26,1921.32,3767.17,1380.36,138036.0,3,96.39,25.78,34,0.095,unknown,normal
d49b6fc1-4812-415d-a986-2ed244644459,73a4f94b-5ffd-4e2a-8819-5a3b7cd5d03f,2026-04-20T11:28:18.682602,9.8,7,False,6,936.17,95346.09,96282.26,33,15,2005.88,7192.3,947.19,94719.0,6,3368.49,2463.22,4,0.5546,unknown,random_noise
a95d3360-4460-4715-96b6-0452dc9be248,3237a5c2-c8c5-4554-957a-064df12d983f,2026-04-20T11:28:18.682626,7.26,7,False,4,67246.92,50062.72,117309.64,27,20,2495.95,5583.72,1122.89,112289.0,4,147.09,87.27,23,0.0344,unknown,normal
57774790-7cac-483f-80aa-ce163a57f161,ccc258f5-1e4a-4617-80d0-e7b17023c348,2026-04-20T11:28:18.682652,9.35,8,False,1,13806.69,27855.64,41662.33,20,2,1893.74,5011.53,511.58,51158.0,1,693.61,179.92,15,0.1485,nozzle,nozzle_issues
7a609bce-ed8a-401e-bf99-87f1ef8a22f4,eeb7c0a2-429d-4b82-8a93-02af28e094e8,2026-04-20T11:28:18.682677,12.66,8,False,3,22071.49,33401.32,55472.81,73,8,684.85,1018.6,548.62,54862.0,6,2391.6,1622.3,32,0.3473,unknown,random_noise
ea55da53-325d-4c5a-ad96-2a7cc4a5d812,1b1ae2d9-d4ae-4e29-8fad-822639f62c58,2026-04-20T11:28:18.682703,11.1,1,True,0,26983.23,39353.24,66336.47,3,4,9476.64,29740.39,958.6,95860.0,2,853.24,651.5,13,0.1561,time_window,night_anomaly
6cd42ef5-a72b-4aa7-9c21-99ab738205b0,1594cd6b-7e0d-4759-a12a-66aa8eb5ba72,2026-04-20T11:28:18.682728,7.08,15,False,2,47602.36,76293.4,123895.76,59,29,1407.91,2636.04,1239.11,123911.0,6,55.93,17.99,18,0.1469,unknown,normal
59a2df06-a907-405b-9b5a-d5ffdb1f76ed,bc6c33e5-1c51-4b21-829d-96d21bed3c9f,2026-04-20T11:28:18.682752,9.26,16,False,2,88826.03,49419.55,138245.58,16,5,6583.12,23699.73,1764.91,176491.0,4,3155.45,514.61,41,0.5748,worker,suspicious_worker
6e968f0e-b5e7-4904-92af-d1c59d9e0097,d7e46a9c-4629-4f9b-9f8d-9948ff2cd7a0,2026-04-20T11:28:18.682777,12.04,16,False,4,97217.23,75724.56,172941.79,72,3,2305.89,10573.93,2161.68,216168.0,2,300.18,2441.45,30,0.839,unknown,random_noise
4b956336-ccbf-4283-a516-bb23752ff181,ea783ee0-d5ba-4197-b678-163ebc62edd5,2026-04-20T11:28:18.682885,8.98,8,False,2,77342.79,46602.72,123945.51,37,5,2951.08,5641.76,1232.37,123237.0,5,173.47,96.31,22,0.0865,unknown,normal
4bc5b4ab-a73e-471a-9560-b42e2a25c6b3,dbc342d6-c8e6-4298-9c36-2e4e1af77b30,2026-04-20T11:28:18.682909,8.15,8,False,2,56366.74,36053.24,92419.98,24,4,3300.71,9117.03,1190.11,119011.0,5,3123.13,1934.89,25,0.6383,worker,suspicious_worker
3a23e14f-474e-487a-a971-1a2f31fff532,be1b3840-75e2-4f46-884a-27873f84dc0a,2026-04-20T11:28:18.682933,9.69,2,True,4,12654.45,43905.9,56560.35,8,4,4713.36,13859.38,723.82,72382.0,4,795.31,340.73,25,0.2186,time_window,night_anomaly
e9fa2537-3942-4829-8152-1fce2a345595,fed23318-75a6-4843-8559-cde054d9222a,2026-04-20T11:28:18.682962,11.12,0,True,5,22357.8,46605.87,68963.67,5,1,11493.94,27299.48,869.54,86954.0,2,1425.44,946.39,27,0.3249,time_window,night_anomaly
5f445de9-8e76-423d-963b-17fb046420f1,8b2de7dd-b98f-40b1-b2ed-dd8007344f74,2026-04-20T11:28:18.682991,7.59,6,False,0,61701.34,130197.71,191899.05,40,21,3145.89,7125.43,1924.15,192415.0,3,20.79,61.81,15,0.0982,unknown,normal
70d44abb-ccc8-4469-88a0-cc43e99bec33,46743b1c-3b9d-4480-91a4-2836f42fb958,2026-04-20T11:28:18.683019,9.24,23,True,5,10892.11,34608.62,45500.73,5,1,7583.46,15966.71,627.34,62734.0,3,1762.63,392.68,20,0.2402,time_window,night_anomaly
39ff1d5f-e301-4a56-a3fc-f9e584c65c64,74ecda3e-ef39-4329-a5cb-be3e3778e79d,2026-04-20T11:28:18.683043,11.74,2,True,3,14516.21,25607.52,40123.73,12,8,2006.19,7810.38,508.09,50809.0,4,1791.4,491.48,25,0.2919,time_window,night_anomaly
7abf6b24-1bbb-4d96-82a6-76710cd3a65b,248d50eb-4b08-446b-915a-886508b5866c,2026-04-20T11:28:18.683067,7.39,15,False,1,78345.15,97193.31,175538.46,31,9,4388.46,7914.91,1765.65,176565.0,3,104.66,75.83,18,0.0516,unknown,normal
e9c25f63-3832-4587-86f0-4d9c64137c01,e0a2a75f-8b91-429d-b33d-ab53f0273271,2026-04-20T11:28:18.683091,6.03,14,False,6,61623.89,68887.05,130510.94,33,24,2289.67,3963.91,1372.48,137248.0,3,109.64,18.86,45,0.0656,unknown,normal
a9ab9e02-693b-49dd-bea4-a640a7b6df42,1993141e-2b5d-4150-914e-01675f537dd3,2026-04-20T11:28:18.683115,8.86,16,False,3,57845.05,116553.07,174398.12,55,12,2602.96,5249.16,1794.11,179411.0,5,56.94,74.29,27,0.0619,unknown,normal
e3d78d9c-fc21-4624-b6ca-1bb19adfd357,a0c1af24-096b-43b8-aef3-997e524ab59f,2026-04-20T11:28:18.683140,8.73,0,True,0,18533.96,47273.26,65807.22,12,8,3290.36,8434.4,909.51,90951.0,2,558.65,972.74,5,0.1558,time_window,night_anomaly
583844a9-8af6-4867-aee6-a5d8923b43d4,d52740ba-cae9-4704-95b5-671261d40b6b,2026-04-20T11:28:18.683164,7.08,16,False,3,58646.82,104137.36,162784.18,46,11,2855.86,5260.25,1672.53,167253.0,5,157.15,49.84,33,0.0696,unknown,normal
cbdc8443-b00d-4faa-809f-27a4d321b662,96c1df68-64d6-4bd8-9ac1-381750753651,2026-04-20T11:28:18.683188,7.32,7,False,0,13434.61,12537.19,25971.8,10,5,1731.45,4923.46,306.6,30660.0,2,672.08,339.89,8,0.2449,nozzle,nozzle_issues
738dc1d6-6b7d-416a-a474-a1439bce321a,d802348d-afff-4658-9a0e-31d8b00f0f58,2026-04-20T11:28:18.683212,7.54,14,False,1,57542.17,61264.67,118806.84,34,4,3126.5,9511.68,1685.14,168514.0,4,3154.89,1522.16,34,0.7713,worker,suspicious_worker
0a863e19-d16d-452d-8f2e-43d00bbe0234,ad53015f-709c-4122-8202-7d1e644cdb05,2026-04-20T11:28:18.683236,8.91,16,False,4,77199.18,61796.26,138995.44,27,16,3232.45,7717.54,1425.11,142511.0,4,194.65,23.6,37,0.0487,unknown,normal
f2f21b08-f309-45e3-9760-4564bd6484c1,dd64f9fa-416a-42ac-ae5f-63d0ccc576f2,2026-04-20T11:28:18.683261,7.1,6,False,3,52625.79,113492.36,166118.15,59,20,2102.76,4601.69,1746.97,174697.0,4,74.28,8.95,20,0.075,unknown,normal
e3723998-a661-4c40-a9c4-17da83667dd8,ceceb837-b586-4c29-89e3-6cfa5a2065f4,2026-04-20T11:28:18.683285,7.35,16,False,0,40317.62,29131.91,69449.53,35,4,1780.76,4009.66,871.73,87173.0,4,2608.59,1337.53,37,0.7125,worker,suspicious_worker
e0ebb642-259b-433d-b7dc-9ec37734771f,0aa59846-dc03-4c94-9e2f-838570cf02b2,2026-04-20T11:28:18.683309,6.77,16,False,3,78138.68,40349.26,118487.94,46,27,1623.12,3144.8,1229.8,122980.0,5,108.55,49.01,46,0.028,unknown,normal
d4392ee8-e42d-411a-8470-9f14ce0cac81,048e9e7b-0f0d-4dc1-bb8b-858c2c892b8f,2026-04-20T11:28:18.683335,8.93,8,False,6,97689.09,89523.58,187212.67,19,21,4680.32,7746.05,1797.62,179762.0,5,163.88,54.16,39,0.0001,unknown,normal
c29fb60d-e48b-4e92-8cc8-0f963114eb45,7beb8120-c3ff-4af0-b72d-91da074ec34c,2026-04-20T11:28:18.683360,7.52,7,False,0,63844.52,52643.31,116487.83,20,14,3426.11,7286.25,1543.68,154368.0,6,2164.54,1524.84,50,0.4194,worker,suspicious_worker
d86cb260-0bb0-4da0-bc90-34e70fc00f28,9740c599-68ee-4dbf-8f7d-3e750b8804ec,2026-04-20T11:28:18.683385,7.64,8,False,0,29530.31,63475.35,93005.66,23,10,2818.35,6689.33,915.51,91551.0,4,21.41,19.16,12,0.0857,unknown,normal
c711d3ec-41fb-4c11-b3fd-81509df8bd9a,d6985dbe-a00f-4831-afb3-e28ecaa52ded,2026-04-20T11:28:18.683413,8.63,15,False,4,17825.15,22093.08,39918.23,7,2,4435.36,12841.77,480.53,48053.0,1,559.02,374.94,7,0.1436,nozzle,nozzle_issues
8108ae7f-407e-4a43-bf3a-aeba9c84f438,74f61cea-6fac-48ae-8aac-0c36cae78c51,2026-04-20T11:28:18.683437,7.44,16,False,3,47312.44,99020.73,146333.17,29,7,4064.81,12430.36,1786.43,178643.0,3,4420.6,616.9,28,0.7823,worker,suspicious_worker
a1c2789e-3c36-47e6-8369-d41c52119923,de3ed520-1335-487b-ad75-6b91de0de3c3,2026-04-20T11:28:18.683461,8.9,15,False,3,41150.67,61853.41,103004.08,55,10,1584.68,3261.94,1027.35,102735.0,6,149.22,76.63,46,0.0537,unknown,normal
d2df02c8-cf02-4eae-a969-d95df295e5ee,87f9a9a0-1cc3-4d3e-b765-9ca7b2cb17b6,2026-04-20T11:28:18.683486,8.66,6,False,1,88315.25,87654.62,175969.87,57,10,2626.42,5341.88,1750.95,175095.0,6,186.7,90.25,45,0.1487,unknown,normal
b4323b1e-2bd6-4456-9132-0beda6b9b151,38b33e92-daf8-41be-a17d-292a22543462,2026-04-20T11:28:18.683509,7.49,16,False,3,69737.48,106238.84,175976.32,49,11,2932.94,5499.45,1791.39,179139.0,5,72.0,45.24,35,0.0,unknown,normal
84ce0d68-aa8a-427c-bad6-95521709876e,84c28dc0-69fa-4d0b-96dd-76fce49f419a,2026-04-20T11:28:18.683533,7.14,6,False,4,30252.26,69713.05,99965.31,29,11,2499.13,5887.25,962.1,96210.0,3,154.3,94.33,27,0.1379,unknown,normal
4157bcc2-6dea-4b5d-8f5e-afda2f382d22,2e18fce8-bdc1-404f-a828-6aacd250b2eb,2026-04-20T11:28:18.683559,8.28,15,False,1,32964.94,57987.18,90952.12,31,16,1935.15,4624.28,913.14,91314.0,4,46.6,81.11,15,0.0856,unknown,normal
2da7977e-fc0f-49bc-9bd0-98ab9b45f031,8cb9a372-fab8-49bd-814a-9bb316e139dd,2026-04-20T11:28:18.683583,6.87,6,False,5,58820.71,59934.5,118755.21,59,27,1380.87,2867.01,1189.63,118963.0,3,119.05,30.04,46,0.0572,unknown,normal
71ad1b79-ae60-4784-8684-6ee8919f9291,dee01030-f758-462d-be5a-4e24edab4393,2026-04-20T11:28:18.683607,9.69,8,False,2,31608.8,15421.22,47030.02,8,5,3617.69,9483.84,551.92,55192.0,1,543.72,271.27,6,0.111,nozzle,nozzle_issues
4024a0f8-bdf6-47dd-abbb-f97d394e1fbf,e34d0bc6-a563-4186-83cf-8e2a2b29ce06,2026-04-20T11:28:18.683631,8.16,7,False,2,43667.11,92704.01,136371.12,40,19,2311.37,5207.15,1402.88,140288.0,3,44.42,28.98,35,0.0222,unknown,normal
c185893f-430c-4a41-a17c-9ac003d59539,7eba5948-5a23-4162-bcf2-49bb919e7962,2026-04-20T11:28:18.683654,7.9,16,False,0,65381.79,76934.83,142316.62,42,29,2004.46,4405.54,1457.78,145778.0,4,96.18,19.81,35,0.0978,unknown,normal
44b3a353-5c3d-4ef6-8ffa-2e9c29907a23,744d9d03-bb91-47d1-a4b1-5375e9a0e150,2026-04-20T11:28:18.683679,8.46,16,False,4,64037.31,40820.05,104857.36,35,26,1718.97,4167.02,1095.5,109550.0,3,22.51,41.36,33,0.0522,unknown,normal
e7999027-8ffb-4651-9711-e4606ab36c4b,ed4b400c-ee10-4b1a-953c-80a026a615a6,2026-04-20T11:28:18.683702,8.38,6,False,6,66815.28,55447.67,122262.95,43,24,1824.82,3003.32,1165.78,116578.0,3,184.84,23.35,33,0.0234,unknown,normal
800df29b-36be-4b0f-ae83-acea3877970a,38b294f8-804a-4a97-b8fb-2508108f5d42,2026-04-20T11:28:18.683727,6.34,16,False,0,31090.17,55494.88,86585.05,36,7,2013.61,4082.53,1091.66,109166.0,3,2567.91,1206.79,36,0.4441,worker,suspicious_worker
e343a13e-6575-4e13-98c2-5ef1ff639cbd,0cba7c60-a502-478a-a1c2-5a71c1aa5a08,2026-04-20T11:28:18.683751,6.82,15,False,6,65620.13,45230.4,110850.53,24,27,2173.54,4779.08,1110.39,111039.0,3,75.32,90.6,43,0.0065,unknown,normal
dae583e3-95cb-4840-8ad2-3f1ec1babe3f,33968130-8308-4081-be5d-c8ea4e55dfb8,2026-04-20T11:28:18.683776,7.14,16,False,4,76052.14,36107.48,112159.62,19,17,3115.55,6730.75,1125.54,112554.0,5,172.86,1.91,34,0.0347,unknown,normal
2be60988-d43c-4a31-a98a-059ff70c2eae,16aeef01-7db1-42a0-87f9-89e9f2b801ab,2026-04-20T11:28:18.683799,9.91,6,False,2,46761.76,92738.85,139500.61,27,21,2906.26,7169.14,1381.59,138159.0,3,7.95,92.23,29,0.05,unknown,normal
